rank_emul	user	Psi_emul	out_deg	in_deg	R_tweet	R_rtweet
6536	787929838774517760	5.261814644498446e-07	7	202	0.00010706734372458684	0.00013526446859861923
6537	4564655369	5.245164186786181e-07	2	6	1.2259619510448874e-06	1.6346159347265164e-06
6538	823877761852968960	5.244230411117181e-07	17	40	2.10456801596039e-05	1.838942926567331e-05
6539	943084838990630912	5.243634144726134e-07	5	13	9.807695608359099e-06	2.860577885771404e-06
6540	846274272687538176	5.242070351738293e-07	6	6	2.2475969102489602e-06	1.2259619510448874e-06
6541	890096826707300352	5.240799066791343e-07	1	4	1.6346159347265164e-06	8.173079673632582e-07
6542	813089493272109056	5.229897517113515e-07	2	2	6.129809755224437e-07	4.086539836816291e-07
6543	393188882	5.22841247629053e-07	3	35	1.8593756257514124e-05	1.1237984551244801e-05
6544	4009574655	5.219535982280408e-07	8	0	4.699520812338735e-06	0.0
6545	476945725	5.217780934035061e-07	11	8	1.4915870404379464e-05	2.0432699184081457e-06
6546	1160681468	5.211255754661336e-07	7	97	2.6358181947465077e-05	3.146635674348544e-05
6547	4165230585	5.203144281681238e-07	1	0	6.129809755224437e-07	0.0
6548	2308048718	5.202221756321504e-07	1	0	8.173079673632582e-07	0.0
6549	425632826	5.20205300168253e-07	1	0	7.968752681791769e-06	0.0
6550	724565844727050240	5.196821607874285e-07	9	6	9.603368616518285e-06	1.6346159347265164e-06
6551	575346329	5.193300261074325e-07	7	3	3.677885853134662e-06	6.129809755224437e-07
6552	54157875	5.187450100256501e-07	1	1	6.129809755224437e-07	2.0432699184081456e-07
6553	934467462	5.184210011188168e-07	21	38	9.807695608359099e-06	1.164663853492643e-05
6554	4451467606	5.177347322536491e-07	2	0	1.430288942885702e-06	0.0
6555	265485861	5.175502271817023e-07	1	0	1.430288942885702e-06	0.0
6556	965558804627804160	5.165061984819062e-07	2	5	3.0649048776122184e-06	1.0216349592040729e-06
6557	936877645	5.161315631833803e-07	3	0	2.0024045200399826e-05	0.0
6558	789794170542096384	5.158199296167384e-07	8	3	4.086539836816291e-06	1.0216349592040729e-06
6559	85521132	5.154137934522704e-07	1	0	6.129809755224437e-07	0.0
6560	939438024575856640	5.150279078444794e-07	1	134	4.372597625393431e-05	5.680290373174645e-05
6561	353081633	5.141436335362468e-07	5	2	1.2259619510448874e-06	6.129809755224437e-07
6562	754423818	5.139343777839171e-07	1	2	2.6562508939305893e-06	4.086539836816291e-07
6563	400680061	5.133156107743395e-07	2	0	1.430288942885702e-06	0.0
6564	165962139	5.130399781973459e-07	2	0	4.086539836816291e-07	0.0
6565	367618813	5.128813488367089e-07	18	3	8.173079673632583e-06	6.129809755224437e-07
6566	15793875	5.128577231872523e-07	9	6	5.5168287797019935e-06	1.2259619510448874e-06
6567	981075343	5.126090913524948e-07	2	0	1.430288942885702e-06	0.0
6568	1273287564	5.122310809611893e-07	1	0	6.947117722587695e-06	0.0
6569	755707915	5.114998108589614e-07	11	0	5.5168287797019935e-06	0.0
6570	4252338021	5.105874107775662e-07	1	1	2.6562508939305893e-06	2.0432699184081456e-07
6571	900364639	5.105750354373748e-07	8	4	6.538463738906066e-06	8.173079673632582e-07
6572	3248164297	5.10558159973477e-07	10	51	2.0432699184081455e-05	1.655048633910598e-05
6573	896283705395818496	5.102577767161004e-07	1	2	6.129809755224437e-07	4.086539836816291e-07
6574	714768203306635264	5.099528933350177e-07	6	14	5.5168287797019935e-06	3.0649048776122184e-06
6575	892697967823646720	5.099191424072226e-07	6	78	2.2067315118807974e-05	2.1658661135126343e-05
6576	3120998951	5.098797663247951e-07	23	0	4.086539836816291e-07	0.0
6577	451658958	5.090978698308743e-07	1	79	3.0853375767963e-05	4.086539836816291e-05
6578	755025454906703872	5.087626106147761e-07	18	0	7.866589185871361e-05	0.0
6579	703685626441371648	5.078355851313363e-07	1	0	6.129809755224437e-07	0.0
6580	119838402	5.068399327613799e-07	6	3	1.430288942885702e-06	6.129809755224437e-07
6581	808271914829541376	5.067701808439366e-07	1	0	2.0432699184081456e-07	0.0
6582	2903615105	5.067161793594644e-07	14	106	2.2475969102489602e-05	3.698318552318744e-05
6583	532216910	5.057621531337886e-07	17	62	2.411058503721612e-05	2.9627413816918113e-05
6584	2482097455	5.05241263814817e-07	12	22	5.925482763383623e-06	4.699520812338735e-06
6585	2749103799	5.051051350727101e-07	22	32	2.1250007151444714e-05	1.2259619510448873e-05
6586	4134748587	5.027583205600216e-07	12	21	1.0216349592040727e-05	4.699520812338735e-06
6587	1544625649	5.025704403952954e-07	1	2	8.173079673632582e-07	6.129809755224437e-07
6588	4716121408	5.025051886015582e-07	5	4	9.603368616518285e-06	8.173079673632582e-07
6589	917430549987328000	5.023656847666715e-07	18	31	1.2463946502289688e-05	9.39904162467747e-06
6590	2150757894	5.022385562719766e-07	1	0	2.2475969102489602e-06	0.0
6591	248598532	5.018020442724928e-07	1	0	6.129809755224437e-07	0.0
6592	1069426902	5.006860135934004e-07	6	8	2.0432699184081455e-05	1.6346159347265164e-06
6593	974028872806289408	4.997218620893861e-07	1	0	1.6346159347265164e-06	0.0
6594	432709558	4.996487350791634e-07	3	0	8.173079673632582e-07	0.0
6595	2539902229	4.996408598626778e-07	1	3	4.086539836816291e-07	6.129809755224437e-07
6596	246258481	4.996206093060007e-07	4	1	1.2259619510448874e-06	6.129809755224437e-07
6597	3009644145	4.996048588730297e-07	6	0	5.108174796020364e-06	0.0
6598	1378861988	4.989838418015992e-07	2	0	2.0432699184081456e-07	0.0
6599	792737046	4.98829712564668e-07	15	7	2.6562508939305893e-06	1.430288942885702e-06
6600	467262336	4.980073149573933e-07	4	17	4.9038478041795495e-06	3.8822128449754765e-06
6601	867615529	4.971376660512053e-07	3	0	2.6562508939305893e-06	0.0
6602	3660570075	4.966269020105724e-07	10	104	2.6562508939305895e-05	3.534856958846092e-05
6603	989346908	4.966032763611157e-07	6	1	1.430288942885702e-06	2.0432699184081456e-07
6604	203766777	4.96278142423356e-07	12	93	2.2271642110648788e-05	2.5132219996420193e-05
6605	4058423003	4.962061404440597e-07	3	0	6.129809755224437e-07	0.0
6606	2162769817	4.960385108360104e-07	2	9	4.4951938204979205e-06	2.0432699184081457e-06
6607	3065881319	4.960025098463623e-07	4	3	1.838942926567331e-06	6.129809755224437e-07
6608	191622440	4.956796259704556e-07	1	6	5.925482763383623e-06	1.2259619510448874e-06
6609	2653528316	4.951947376411322e-07	21	6	1.4711543412538648e-05	1.430288942885702e-06
6610	1029740270	4.945444697656125e-07	1	2	1.430288942885702e-06	4.086539836816291e-07
6611	908629345165553664	4.938143246943112e-07	2	25	9.39904162467747e-06	5.5168287797019935e-06
6612	757208049086042112	4.937546980552065e-07	1	12	3.269231869453033e-06	2.4519239020897748e-06
6613	1893791208	4.937366975603823e-07	15	6	1.1850965526767245e-05	1.2259619510448874e-06
6614	331476441	4.932225584269697e-07	25	58	3.473558861293847e-05	1.8185102273832496e-05
6615	348367600	4.929165500149606e-07	1	0	1.838942926567331e-06	0.0
6616	732177374398304256	4.927095443244838e-07	19	3	5.925482763383623e-06	6.129809755224437e-07
6617	363878085	4.925936661390539e-07	7	0	1.430288942885702e-05	0.0
6618	135070832	4.92152654015864e-07	2	0	2.0432699184081456e-07	0.0
6619	432036004	4.920705267582292e-07	2	9	2.860577885771404e-06	2.0432699184081457e-06
6620	2421958117	4.9201877533561e-07	3	54	1.5528851379901906e-05	1.6754813330946794e-05
6621	2362195808	4.916868912122912e-07	2	0	2.0432699184081456e-07	0.0
6622	456911088	4.908026169040587e-07	1	27	7.968752681791769e-06	6.742790730746881e-06
6623	326825360	4.907598657288515e-07	4	16	1.614183235542435e-05	4.086539836816291e-06
6624	904769871896088576	4.906012363682145e-07	1	10	3.269231869453033e-06	2.4519239020897748e-06
6625	2978461451	4.904606075024013e-07	1	0	1.6346159347265164e-06	0.0
6626	3385741810	4.899847194204899e-07	8	4	6.129809755224437e-07	8.173079673632582e-07
6627	1401750746	4.897327124929531e-07	26	7	1.1033657559403987e-05	1.6346159347265164e-06
6628	954777694994157568	4.891848224317453e-07	14	0	0.00023558902159245918	0.0
6629	899860283832795136	4.886796835457448e-07	7	7	2.0432699184081457e-06	1.6346159347265164e-06
6630	434432344	4.883646748863234e-07	1	4	2.4519239020897748e-06	1.2259619510448874e-06
6631	1370586512	4.879810393403854e-07	3	0	1.0216349592040729e-06	0.0
6632	713266933362196480	4.879450383507374e-07	8	25	9.807695608359099e-06	6.742790730746881e-06
6633	3005422631	4.875580277120198e-07	10	5	2.6562508939305893e-06	1.6346159347265164e-06
6634	2895815763	4.873240212793069e-07	2	1	1.2259619510448874e-06	2.0432699184081456e-07
6635	2591060808	4.869977623106206e-07	4	6	1.2259619510448874e-06	1.2259619510448874e-06
6636	1918084423	4.865657504348429e-07	1	7	1.6346159347265164e-06	1.838942926567331e-06
6637	908817463827103744	4.860493612395773e-07	5	0	1.0216349592040729e-06	0.0
6638	242418482	4.860459861467978e-07	6	19	5.108174796020364e-06	5.108174796020364e-06
6639	2931890063	4.855925986834165e-07	2	0	1.6346159347265166e-05	0.0
6640	258026539	4.854193439207349e-07	1	2	3.0649048776122184e-06	4.086539836816291e-07
6641	99486775	4.848377029317321e-07	1	0	2.0432699184081457e-06	0.0
6642	4882629249	4.845575702310324e-07	4	2	2.0432699184081457e-06	4.086539836816291e-07
6643	3050656566	4.844383169528229e-07	1	2	3.0649048776122184e-06	4.086539836816291e-07
6644	933798005970436096	4.842279361695666e-07	2	0	6.538463738906066e-06	0.0
6645	4120204222	4.83459540046764e-07	1	4	8.173079673632582e-07	8.173079673632582e-07
6646	4869154582	4.829082748927769e-07	11	47	1.6754813330946794e-05	1.3689908453334576e-05
6647	1383090062	4.828947745216589e-07	1	0	4.086539836816291e-07	0.0
6648	367801197	4.825910161715026e-07	1	5	6.129809755224437e-07	1.0216349592040729e-06
6649	949600628539625472	4.825752657385315e-07	1	2	4.086539836816291e-07	4.086539836816291e-07
6650	224363590	4.82420011470674e-07	1	4	6.129809755224437e-07	8.173079673632582e-07
6651	883577108169183232	4.818001194301699e-07	10	91	3.6165877555824175e-05	4.1069725360003727e-05
6652	4224163359	4.817708686260808e-07	6	19	1.389423544517539e-05	7.968752681791769e-06
6653	846072200016941056	4.816864913065931e-07	6	0	1.430288942885702e-06	0.0
6654	2448079928	4.813017307297285e-07	1	5	4.086539836816291e-07	1.2259619510448874e-06
6655	970945981779972096	4.812646047091539e-07	2	0	4.086539836816291e-07	0.0
6656	3813466223	4.805277094522934e-07	2	1	5.108174796020364e-06	4.086539836816291e-07
6657	844609558131740672	4.805052088337633e-07	3	3	2.4519239020897748e-06	6.129809755224437e-07
6658	892793582091948032	4.801384487517229e-07	6	5	2.4519239020897748e-06	1.2259619510448874e-06
6659	2826896100	4.800349459064844e-07	2	3	1.0216349592040729e-06	8.173079673632582e-07
6660	857884661741211648	4.792192984847687e-07	1	0	1.0216349592040729e-06	0.0
6661	1719260239	4.789222903201715e-07	1	0	4.086539836816291e-07	0.0
6662	36609285	4.788727889594054e-07	2	0	1.0216349592040729e-06	0.0
6663	3308319641	4.787276599698862e-07	3	0	4.086539836816291e-07	0.0
6664	351548210	4.781246433932799e-07	12	12	1.2259619510448873e-05	3.0649048776122184e-06
6665	504299258	4.779986399295115e-07	2	17	3.0649048776122184e-06	4.2908668286571055e-06
6666	306049137	4.776701308989721e-07	2	0	1.838942926567331e-06	0.0
6667	928733499317784576	4.773494970849184e-07	13	89	3.3918280645575216e-05	2.3497604061693676e-05
6668	922169603178016768	4.7625596702435594e-07	12	78	2.2680296094330416e-05	2.8401451865873225e-05
6669	2752797670	4.760872123853803e-07	5	30	4.9038478041795495e-06	7.355771706269324e-06
6670	765470557823467520	4.7513656125248403e-07	5	137	6.558896438090148e-05	5.598559576438319e-05
6671	429168762	4.7508030970615877e-07	1	1	1.0216349592040729e-06	2.0432699184081456e-07
6672	193805006	4.748406781188133e-07	1	0	3.0649048776122184e-06	0.0
6673	178418174	4.74614546902586e-07	2	0	1.0216349592040729e-06	0.0
6674	187509143	4.7341301387307913e-07	1	2	5.925482763383623e-06	6.129809755224437e-07
6675	565856876	4.7157358830824437e-07	15	16	1.6346159347265166e-05	3.269231869453033e-06
6676	2903886819	4.7114495152524617e-07	1	0	2.0432699184081456e-07	0.0
6677	794519165579264000	4.710594491748319e-07	35	12	2.370193105353449e-05	3.0649048776122184e-06
6678	309462471	4.700750471141404e-07	5	7	2.6562508939305893e-06	2.4519239020897748e-06
6679	208976524	4.6996366905241655e-07	3	2	1.430288942885702e-06	6.129809755224437e-07
6680	3288381461	4.697949144134408e-07	13	54	1.2259619510448873e-05	1.5324524388061092e-05
6681	2860450735	4.695057814653291e-07	2	2	1.2259619510448874e-06	4.086539836816291e-07
6682	719127942647922688	4.693685276922957e-07	6	95	2.9423086825077296e-05	3.289664568637114e-05
6683	972735380121440256	4.6856413057984494e-07	1	3	2.0432699184081457e-06	6.129809755224437e-07
6684	3236500653	4.6769223161180403e-07	2	13	3.677885853134662e-06	2.860577885771404e-06
6685	67366707	4.6748072579762116e-07	3	0	4.4951938204979205e-06	0.0
6686	245307846	4.672624697978793e-07	3	0	3.4735588612938474e-06	0.0
6687	321249214	4.66186940232141e-07	1	0	2.0432699184081456e-07	0.0
6688	876743065372954624	4.6596530913961963e-07	8	0	1.6346159347265164e-06	0.0
6689	262271094	4.6574030295431875e-07	1	1	3.0649048776122184e-06	2.0432699184081456e-07
6690	884898224	4.6558279862460813e-07	5	16	4.086539836816291e-06	3.4735588612938474e-06
6691	1554985146	4.6529704076927593e-07	10	0	2.0432699184081456e-07	0.0
6692	3235691583	4.652160385425676e-07	10	0	2.0432699184081456e-07	0.0
6693	952258930536787968	4.6497078180058964e-07	3	4	5.312501787861179e-06	8.173079673632582e-07
6694	242921005	4.6492690559445595e-07	6	62	1.6959140322787608e-05	1.8593756257514124e-05
6695	885587578539397120	4.6490778006870543e-07	2	0	6.129809755224437e-07	0.0
6696	623713408	4.647018994091551e-07	3	43	1.3076927477812132e-05	1.389423544517539e-05
6697	3241573607	4.645488952031505e-07	2	1	6.129809755224437e-07	4.086539836816291e-07
6698	1015417658	4.633034859675101e-07	2	5	8.173079673632582e-07	1.430288942885702e-06
6699	3092444289	4.632551096376703e-07	12	42	1.2463946502289688e-05	1.1237984551244801e-05
6700	514562121	4.6297722699882377e-07	7	11	7.968752681791769e-06	2.4519239020897748e-06
6701	1462797373	4.628467234113493e-07	4	0	2.6562508939305893e-06	0.0
6702	108082235	4.62542965061193e-07	3	2	2.2475969102489602e-06	4.086539836816291e-07
6703	1863574340	4.6203107598963354e-07	3	24	1.0420676583881543e-05	5.721155771542808e-06
6704	2785837244	4.6076654122824247e-07	2	5	2.860577885771404e-06	1.0216349592040729e-06
6705	745903986373427200	4.603941559915695e-07	12	0	1.0216349592040729e-06	0.0
6706	2885016708	4.597798891056981e-07	2	0	7.355771706269324e-06	0.0
6707	961547144053313536	4.5950425652870456e-07	15	72	2.329327706985286e-05	1.9615391216718198e-05
6708	2164791733	4.5923087401356387e-07	3	88	1.4915870404379464e-05	2.5336546988261007e-05
6709	68967818	4.5917349743631216e-07	8	0	1.0216349592040727e-05	0.0
6710	2515551782	4.5917012234353266e-07	14	0	1.5324524388061092e-05	0.0
6711	462339020	4.588292379728018e-07	2	1	1.2259619510448874e-06	2.0432699184081456e-07
6712	557740827	4.5880786238519823e-07	1	1	6.129809755224437e-07	2.0432699184081456e-07
6713	382766092	4.586109819730599e-07	1	15	1.838942926567331e-06	4.4951938204979205e-06
6714	698530536587976704	4.5777733405652016e-07	15	28	6.947117722587695e-06	8.377406665473397e-06
6715	813835717780574208	4.575500778093662e-07	2	0	6.129809755224437e-07	0.0
6716	1641503624	4.573655727374194e-07	6	3	3.8822128449754765e-06	6.129809755224437e-07
6717	1166763709	4.5709106519135234e-07	2	0	2.0432699184081456e-07	0.0
6718	4128377992	4.570359386759537e-07	3	98	2.594952796378345e-05	3.820914747423232e-05
6719	479651481	4.5679855715046124e-07	12	17	9.39904162467747e-06	5.312501787861179e-06
6720	198198632	4.5623379162535595e-07	4	1	4.4951938204979205e-06	2.0432699184081456e-07
6721	434962885	4.558602813577565e-07	10	41	1.2259619510448873e-05	1.1033657559403987e-05
6722	263730792	4.549940075443481e-07	1	2	2.6562508939305893e-06	4.086539836816291e-07
6723	526287862	4.549310058124638e-07	1	0	2.4519239020897748e-06	0.0
6724	240805496	4.5478362676109174e-07	10	3	2.6562508939305893e-06	1.0216349592040729e-06
6725	3017597931	4.5476225117348817e-07	1	0	6.129809755224437e-07	0.0
6726	239250467	4.546429978952787e-07	1	0	4.086539836816291e-07	0.0
6727	939714547	4.541524844113228e-07	7	76	1.7776448290150868e-05	2.4314912029056933e-05
6728	2576194670	4.539466037517723e-07	10	1	6.129809755224437e-07	2.0432699184081456e-07
6729	908665124734558208	4.5372384762832453e-07	2	0	6.129809755224437e-07	0.0
6730	1753196946	4.536192197521596e-07	1	1	1.5324524388061092e-05	2.0432699184081456e-07
6731	1542660924	4.5330983624737085e-07	4	53	2.9831740808758927e-05	1.838942926567331e-05
6732	2801576225	4.525121893204792e-07	2	5	1.2259619510448874e-06	1.2259619510448874e-06
6733	4781895089	4.5197217447575706e-07	2	0	1.6346159347265164e-06	0.0
6734	367404931	4.5187654684700416e-07	16	0	3.0649048776122184e-06	0.0
6735	185349668	4.502115010757776e-07	1	0	2.0432699184081456e-07	0.0
6736	1027151474	4.4995949414824056e-07	1	12	6.538463738906066e-06	2.4519239020897748e-06
6737	941761550662225920	4.498424909318841e-07	3	8	2.860577885771404e-06	1.6346159347265164e-06
6738	52025210	4.482100710575261e-07	5	0	2.2475969102489602e-06	0.0
6739	732177653504036864	4.4752380219235843e-07	17	17	6.129809755224437e-06	4.2908668286571055e-06
6740	915152426918924288	4.4730329613076355e-07	8	1	2.2067315118807974e-05	2.0432699184081456e-07
6741	3310518203	4.47159292172171e-07	3	0	4.2908668286571055e-06	0.0
6742	906117647552667648	4.467452807912174e-07	6	91	2.4927893004579375e-05	3.759616649870988e-05
6743	2936597619	4.463323944411902e-07	11	30	3.105770275980381e-05	1.7776448290150868e-05
6744	706758562765213696	4.458182553077777e-07	5	0	1.3281254469652947e-05	0.0
6745	620183836	4.4561687477193334e-07	5	0	1.1442311543085615e-05	0.0
6746	726903641840439296	4.453547425660579e-07	7	2	8.173079673632582e-07	4.086539836816291e-07
6747	2513624185	4.45281615555835e-07	3	1	1.2259619510448874e-06	2.0432699184081456e-07
6748	726699894	4.445379701134156e-07	5	0	7.968752681791769e-06	0.0
6749	2862915849	4.445087193093265e-07	13	0	1.0829330567563171e-05	0.0
6750	913746805321617408	4.4425896244364243e-07	7	1	9.39904162467747e-06	2.0432699184081456e-07
6751	2824466512	4.439822048357224e-07	9	0	2.0432699184081456e-07	0.0
6752	3246055673	4.439180780729116e-07	3	0	2.860577885771404e-06	0.0
6753	1475143386	4.4327456038295106e-07	5	44	4.699520812338735e-06	9.807695608359099e-06
6754	819359196042919936	4.4327343535202455e-07	2	0	4.086539836816291e-07	0.0
6755	872776498629009408	4.4300455296059e-07	1	0	2.0432699184081456e-07	0.0
6756	2565804752	4.4264116797132905e-07	2	0	1.838942926567331e-06	0.0
6757	947350337253408768	4.415318874777956e-07	9	4	4.9038478041795495e-06	8.173079673632582e-07
6758	945251048473726976	4.4138563345735004e-07	2	0	5.721155771542808e-06	0.0
6759	878690681312727040	4.4121462875652136e-07	12	34	6.334136747065252e-06	8.990387640995841e-06
6760	2318647908	4.4109537547831194e-07	6	73	2.5745200971942635e-05	2.7175489914828337e-05
6761	526074122	4.399815948610724e-07	2	2	4.086539836816291e-07	4.086539836816291e-07
6762	954768736963084288	4.396834616655488e-07	5	0	0.00017326928908101074	0.0
6763	4852554898	4.3965533589238613e-07	2	164	5.006011300099957e-05	6.987983120955858e-05
6764	877634454122106880	4.3953495758325027e-07	4	2	4.086539836816291e-07	4.086539836816291e-07
6765	2251723263	4.3941345424318774e-07	6	3	1.430288942885702e-06	8.173079673632582e-07
6766	742429401292345344	4.3871931016153446e-07	2	16	4.9038478041795495e-06	3.269231869453033e-06
6767	947030804881989632	4.3844255255361443e-07	9	143	3.718751251502825e-05	4.3112995278411874e-05
6768	793606953025101824	4.3793853869854035e-07	10	7	1.1850965526767245e-05	1.838942926567331e-06
6769	2453589733	4.378822871522152e-07	3	41	8.990387640995841e-06	1.2872600485971317e-05
6770	609418751	4.3766515618339976e-07	8	136	4.883415104995468e-05	5.169472893572609e-05
6771	384161059	4.374131492558628e-07	1	3	1.0216349592040729e-06	6.129809755224437e-07
6772	40225056	4.3688213465855265e-07	24	0	4.086539836816291e-07	0.0
6773	113167309	4.358887323504492e-07	6	1	3.0649048776122184e-06	2.0432699184081456e-07
6774	924146650800672768	4.3564122554661826e-07	1	0	2.0432699184081456e-07	0.0
6775	2592939876	4.3554559791786536e-07	2	0	2.0432699184081456e-07	0.0
6776	113041475	4.355309725158208e-07	2	0	8.173079673632582e-07	0.0
6777	3015013829	4.352429645986357e-07	4	4	4.086539836816291e-06	8.173079673632582e-07
6778	189075794	4.350168333824083e-07	2	3	4.4951938204979205e-06	6.129809755224437e-07
6779	970772004189167616	4.3474007577448817e-07	1	0	2.0432699184081456e-07	0.0
6780	4577861955	4.346298227436907e-07	12	0	3.677885853134662e-06	0.0
6781	279704368	4.344993191562162e-07	1	28	1.2872600485971317e-05	6.742790730746881e-06
6782	2879802512	4.3431931420797553e-07	9	1	5.5168287797019935e-06	2.0432699184081456e-07
6783	3655469841	4.3430468880593097e-07	2	0	2.0432699184081456e-07	0.0
6784	817749705614655488	4.338580515281087e-07	10	2	6.129809755224437e-07	4.086539836816291e-07
6785	368751286	4.335981693840861e-07	2	0	2.2475969102489602e-06	0.0
6786	785550854413778944	4.3348679132236227e-07	12	92	3.2079337719007886e-05	3.5757223572142546e-05
6787	910388120977162240	4.332111587453686e-07	2	57	1.879808324935494e-05	2.6153854955624263e-05
6788	812887514	4.3311328105476273e-07	3	7	3.4735588612938474e-06	2.2475969102489602e-06
6789	913839805989040128	4.32928775982816e-07	3	44	5.312501787861179e-06	1.1237984551244801e-05
6790	2564887615	4.325237648492744e-07	6	81	2.5745200971942635e-05	2.9627413816918113e-05
6791	708636797283209216	4.31913998087109e-07	2	2	1.6346159347265164e-06	8.173079673632582e-07
6792	1178174012	4.318667467881958e-07	1	0	2.0432699184081456e-07	0.0
6793	923920592	4.3132898200532667e-07	7	21	5.721155771542808e-06	4.4951938204979205e-06
6794	588957753	4.3115572724264494e-07	1	1	2.0432699184081456e-07	2.0432699184081456e-07
6795	265989169	4.310263486860969e-07	2	0	1.6346159347265164e-06	0.0
6796	552850865	4.30279328150898e-07	11	16	7.355771706269324e-06	3.8822128449754765e-06
6797	2357647951	4.2879428732791203e-07	2	1	2.0432699184081456e-07	2.0432699184081456e-07
6798	794585535436222464	4.28517529719992e-07	1	5	8.173079673632582e-07	1.2259619510448874e-06
6799	2196365647	4.2834990011194276e-07	3	2	2.4519239020897748e-06	4.086539836816291e-07
6800	4030289007	4.281417693905395e-07	1	0	1.6346159347265164e-06	0.0
6801	3160052716	4.278571365661338e-07	1	0	2.0432699184081456e-07	0.0
6802	752532993001029632	4.2703361392793254e-07	1	0	2.0432699184081456e-07	0.0
6803	2944080909	4.2684460873227985e-07	4	24	8.990387640995841e-06	7.560098698110139e-06
6804	888833826683838464	4.266668538458921e-07	2	3	5.312501787861179e-06	6.129809755224437e-07
6805	872145570093293568	4.2652847504193207e-07	5	1	4.4951938204979205e-06	2.0432699184081456e-07
6806	205430752	4.2637659586685396e-07	15	0	4.4951938204979205e-06	0.0
6807	3834696556	4.262415921556734e-07	9	3	1.838942926567331e-06	6.129809755224437e-07
6808	114676804	4.260627122383593e-07	3	1	2.4519239020897748e-06	2.0432699184081456e-07
6809	269717760	4.259400838673703e-07	8	1	6.742790730746881e-06	2.0432699184081456e-07
6810	543673970	4.251728127754942e-07	2	16	3.0649048776122184e-06	4.2908668286571055e-06
6811	1647762180	4.249118056005451e-07	16	10	1.5324524388061092e-05	2.4519239020897748e-06
6812	141364420	4.248094277862333e-07	11	0	0.00010338945787145217	0.0
6813	182734155	4.244775436629144e-07	7	0	6.334136747065252e-06	0.0
6814	445371243	4.2446629335364937e-07	7	5	8.173079673632583e-06	1.0216349592040729e-06
6815	159001820	4.2420866127147985e-07	1	2	8.173079673632582e-07	4.086539836816291e-07
6816	1978036518	4.2350664197334113e-07	7	43	1.0420676583881543e-05	1.2259619510448873e-05
6817	2906761851	4.2285412403596855e-07	3	0	1.838942926567331e-06	0.0
6818	17288352	4.2267974424236026e-07	3	0	2.4519239020897748e-06	0.0
6819	3331785274	4.225728663043424e-07	2	16	7.968752681791769e-06	3.269231869453033e-06
6820	910537704349356032	4.220981032533575e-07	5	0	1.430288942885702e-06	0.0
6821	919677133	4.2121157888327193e-07	1	0	2.0432699184081456e-07	0.0
6822	226876962	4.2118007801732985e-07	1	3	8.173079673632582e-07	6.129809755224437e-07
6823	3109206953	4.207683166982292e-07	1	0	2.4519239020897748e-06	0.0
6824	953486373637550080	4.201765504308879e-07	2	0	5.108174796020364e-06	0.0
6825	429737477	4.200212961630302e-07	2	28	8.786060649155027e-06	6.742790730746881e-06
6826	332149148	4.1968041179229944e-07	3	16	5.925482763383623e-06	4.2908668286571055e-06
6827	247945899	4.1943177995754193e-07	7	8	4.35216492620935e-05	2.4519239020897748e-06
6828	419779952	4.1927652568968427e-07	3	22	8.173079673632583e-06	5.5168287797019935e-06
6829	719301814924021760	4.1883326350464156e-07	9	13	3.0649048776122184e-06	3.4735588612938474e-06
6830	3409905341	4.1816387010337136e-07	2	56	1.164663853492643e-05	2.1658661135126343e-05
6831	2232899532	4.179827401242041e-07	1	0	8.173079673632582e-07	0.0
6832	604699772	4.1778135958835986e-07	10	0	1.2259619510448874e-06	0.0
6833	954229259731636224	4.176171050730902e-07	1	0	4.3317322270252685e-05	0.0
6834	930130941112090624	4.175383529082349e-07	1	1	8.581733657314211e-06	3.677885853134662e-06
6835	1706919379	4.174956017330277e-07	9	11	1.9819718208559012e-05	2.4519239020897748e-06
6836	1679200260	4.169645871357176e-07	3	0	6.129809755224437e-07	0.0
6837	816933804	4.1625244255924027e-07	6	50	1.3689908453334576e-05	1.1442311543085615e-05
6838	109976672	4.159633096111286e-07	7	11	1.2668273494130503e-05	4.4951938204979205e-06
6839	2165130303	4.154885465601437e-07	11	18	1.6959140322787608e-05	5.108174796020364e-06
6840	800099627177361408	4.1546379587976065e-07	1	2	1.2259619510448874e-06	4.086539836816291e-07
6841	317367262	4.1529279117893197e-07	1	0	2.0432699184081456e-07	0.0
6842	340920370	4.1527929080781396e-07	7	10	2.2475969102489602e-06	2.4519239020897748e-06
6843	761118642134130688	4.1497890755043725e-07	4	3	3.677885853134662e-06	6.129809755224437e-07
6844	1603857523	4.147617765816218e-07	7	36	1.3076927477812132e-05	1.0625003575722357e-05
6845	220331132	4.1453789542724743e-07	4	4	5.721155771542808e-06	8.173079673632582e-07
6846	3186692522	4.122788333268265e-07	1	9	2.4519239020897748e-06	2.4519239020897748e-06
6847	36943651	4.1185357163660784e-07	1	3	3.269231869453033e-06	6.129809755224437e-07
6848	2392873728	4.11383308709329e-07	18	102	2.819712487403241e-05	4.474761121313839e-05
6849	2794320208	4.111099261941884e-07	10	81	2.411058503721612e-05	2.0841353167763086e-05
6850	101620431	4.1108855060658474e-07	1	0	1.2259619510448874e-06	0.0
6851	3066065391	4.1097154739022843e-07	20	111	6.906252324219532e-05	4.842549706627305e-05
6852	1682960708	4.1090067044185855e-07	5	0	9.603368616518285e-06	0.0
6853	948606955450519552	4.107814171636491e-07	2	0	2.4519239020897748e-06	0.0
