rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	rank_out_real	rank_in_real
24384	27338	41762	33721	9929	903734	1106506
24385	21525	7613	24264	12127	8351	46165
24386	24823	22511	18381	25663	29578	15986
24387	22466	33196	22783	4523	859865	962262
24388	21899	31937	17217	20602	147961	503740
24389	27856	43490	41308	31901	725418	950237
24390	20792	35588	31951	8798	469185	245206
24391	24193	27880	19225	36297	46042	255486
24392	35758	26405	34329	33489	55253	84398
24393	20147	27631	31107	41984	52848	95777
24394	21214	28859	19513	29814	111056	399932
24395	29095	23984	29588	27854	29569	45856
24396	20297	10896	17532	13219	30223	755730
24397	25170	28060	22826	31223	62845	189351
24398	23590	23713	26785	12152	134640	275325
24399	14589	12093	30290	34624	12756	256015
24400	29263	27314	27058	24923	55493	97817
24401	39372	31172	37378	20813	95951	66811
24402	18724	10356	20800	7169	32828	76664
24403	24543	41479	16526	25719	397055	692145
24404	23883	28152	21462	30609	88113	310598
24405	28973	38569	26001	32853	306020	313587
24406	20530	39249	22517	20526	302577	718570
24407	23580	17924	23213	17908	22688	74597
24408	24326	18685	21597	37222	25243	632678
24409	16103	26878	26976	9112	176376	531715
24410	29664	23212	25867	30171	26803	23032
24411	24956	31433	19897	29839	60993	1022317
24412	24605	7396	24838	15792	18604	292703
24413	37506	43921	38956	25175	548950	1247457
24414	28184	40828	26655	8567	531409	685437
24415	26415	23734	23616	29108	118777	1128184
24416	36556	16232	42873	36776	23063	104297
24417	25182	18061	33720	30163	16583	12905
24418	27020	10210	23658	30379	37906	1089913
24419	28637	31723	25983	32564	66525	278503
24420	27746	32873	23737	15140	276286	666000
24421	22597	33257	15853	39163	64228	161936
24422	22802	25000	22861	32360	334475	1224880
24423	18287	7338	15543	4268	13550	84762
24424	38861	36612	36546	18727	167399	281895
24425	15908	10153	18470	10099	63383	176096
24426	19567	18507	18570	40239	18507	692963
24427	16322	7286	19966	6473	14458	510864
24428	16022	11324	17018	2907	73785	126303
24429	21098	44043	18399	26915	778047	1047778
24430	26801	34467	19139	30226	284506	449398
24431	26489	40596	20184	19085	219425	1104280
24432	26080	36442	35153	38116	262637	567652
24433	11518	12113	17779	12450	13430	119228
24434	21424	25029	20051	39016	74245	208717
24435	30837	32487	33637	29789	149414	343907
24436	23156	35796	21373	27279	88712	953756
24437	18691	27666	17942	17004	107135	178301
24438	16024	6718	20039	6614	16161	1314823
24439	27874	10344	24320	22469	7433	200601
24440	23396	21863	22765	29682	19462	13454
24441	29529	27270	24448	25697	75320	81155
24442	27679	8391	23072	16873	9713	83491
24443	21043	18651	16373	33740	24372	92251
24444	21259	19905	19833	26003	47601	13305
24445	38898	39532	40593	29860	368410	585500
24446	31817	28220	33447	28867	122806	106800
24447	32514	19463	25291	18994	51194	984058
24448	27361	20157	29460	26568	22130	105724
24449	30933	38668	24394	24417	263173	231165
24450	19370	37519	29519	27128	267310	547585
24451	22610	16607	27306	13948	41167	424869
24452	22066	28856	31826	20333	53824	142063
24453	28842	37646	22413	43158	204064	506994
24454	21744	20230	19718	44033	32377	85318
24455	17569	27544	16019	34780	56828	709648
24456	24788	5760	24558	28325	3852	422
24457	20056	38537	18292	44296	332551	1042270
24458	30786	42403	23446	23807	784169	1062920
24459	23343	30357	16986	23520	72992	168628
24460	24955	38581	25424	21365	298049	614114
24461	23991	37927	16874	37549	205850	88736
24462	23832	33712	18439	29902	92988	498450
24463	32805	44232	36693	19088	757126	533360
24464	25531	28333	27736	33763	113704	893689
24465	22432	14245	19980	15943	29852	1030915
24466	26075	34041	25079	40891	134283	972227
24467	29535	37627	32115	21955	246124	566189
24468	17430	14689	18528	4692	112239	61678
24469	23201	39660	15169	43353	356580	1032649
24470	36420	39777	31724	19872	444216	777425
24471	17534	21876	16924	17884	76949	115493
24472	8488	33847	25708	27542	143588	217530
24473	26828	20283	26335	39909	36480	371005
24474	17842	11934	18096	9696	29290	27026
24475	16923	24333	26498	42936	96557	111824
24476	18887	15075	15622	15366	21789	37165
24477	16302	6923	19440	2483	42305	426335
24478	28380	13528	21010	35884	6215	48617
24479	22939	12994	19762	12044	17375	428697
24480	23070	26685	17450	44172	36363	328681
24481	27012	29276	20235	22038	62548	248237
24482	37370	43811	37281	20536	670607	545380
24483	21568	32669	22089	31136	142683	233928
24484	21916	18852	17343	33429	14613	35937
24485	24671	36920	22609	24217	212244	235641
24486	22790	19927	21467	14658	207648	974875
24487	25241	41801	19211	35352	419343	170026
24488	21915	16261	22200	15694	23429	472398
24489	9509	28201	14111	3903	362542	1035656
24490	23422	10115	21272	8905	7657	335044
24491	21172	7744	18646	20672	3272	339515
24492	17282	15229	30130	15296	28185	389497
24493	21327	20553	22558	22068	20950	1325370
24494	24775	11758	19177	32210	19572	854958
24495	14162	13760	15352	17848	107040	1263782
24496	27429	29139	25045	17172	433483	1257522
24497	21450	15555	22606	9139	38067	14342
24498	30436	40517	37272	20513	458772	1017729
24499	31731	20532	37629	21474	37576	63340
24500	42439	38670	36485	18602	120834	1066544
24501	24402	7782	21532	15489	17312	1214237
24502	24545	17434	21420	29252	26123	247917
24503	38592	36268	40997	30991	211201	1158011
24504	38827	44936	30193	33784	1114454	1247554
24505	18383	8939	16781	9661	13714	576301
24506	22938	36996	21589	36916	227093	701776
24507	14700	19730	12286	38297	28502	637230
24508	25956	33639	20985	34763	123774	99691
24509	19072	40711	18796	32246	291525	448775
24510	23301	33531	29097	9052	348356	295477
24511	30264	11528	25490	22529	7901	333462
24512	23735	21393	16892	39533	25303	273666
24513	33667	29376	30511	36654	59884	566304
24514	17042	11975	19283	17442	19030	195474
24515	28642	27719	30201	33836	56820	170885
24516	23107	11688	22831	31369	12698	88872
24517	24655	24615	17938	38630	66053	1237349
24518	35703	42215	32602	24379	511192	372870
24519	17333	35570	41244	31719	220077	509660
24520	24447	36325	33470	14182	407310	319323
24521	14750	35801	16797	30172	207995	37785
24522	27988	30844	25946	31949	76961	3723
24523	23664	13440	20071	17154	21442	127895
24524	26168	33700	25455	12361	363728	1021777
24525	30310	6373	33545	29307	2192	978480
24526	28843	31121	19839	26181	42653	882342
24527	38030	44883	34077	32169	1122495	1104232
24528	20182	13485	14162	16014	26786	126817
24529	28054	18728	25429	21448	40339	361865
24530	23184	26501	14181	41872	59644	161973
24531	19922	16924	17721	43045	17424	365078
24532	28373	39201	33691	30059	236242	206756
24533	26485	23755	19994	36308	31792	103401
24534	26172	15609	25076	40863	15909	959106
24535	27722	23941	21157	42591	33446	217076
24536	23562	17788	15871	41566	13458	216148
24537	26469	37981	18830	34550	277906	317365
24538	25491	35605	20353	14020	410355	94964
24539	24188	14462	21560	15895	18979	1298539
24540	27519	32141	19753	19434	98503	917005
24541	21945	19962	18497	15520	74811	334805
24542	16133	24131	22571	22351	30625	36041
24543	26142	14321	21712	42610	9140	45904
24544	19727	39455	26438	41738	401050	344295
24545	28440	26081	37387	12120	141575	547102
24546	43650	21503	37292	20560	25465	278423
24547	31267	40212	25358	20315	234594	211751
24548	27051	19570	19707	43389	27454	212
24549	25037	29483	19903	30083	251260	1016559
24550	22685	24024	27735	33751	209603	363566
24551	29794	31483	37142	20157	92652	93254
24552	28164	33357	22100	31599	102109	1215513
24553	22777	9160	24561	9688	15140	688291
24554	26761	12009	30158	10280	28939	318814
24555	27500	39271	22743	28844	528495	1009063
24556	29731	37738	29229	24339	404450	877296
24557	23234	17856	23982	16936	48877	21264
24558	23641	7197	21676	40446	36701	956009
24559	25576	43491	17531	25256	617759	260060
24560	24686	39176	17165	40734	224045	128991
24561	27443	15224	24400	24523	10435	141252
24562	22189	6859	19381	6979	5259	378818
24563	22741	16870	28242	40261	10640	66785
24564	27678	19775	21705	42156	16043	37246
24565	37381	28368	33534	29254	362807	771473
24566	22809	41550	16849	34949	249635	541169
24567	24007	23937	29591	27897	48019	247705
24568	13343	15118	22121	15099	23608	967046
24569	27800	23845	26852	21774	46070	261829
24570	19077	30528	18797	32603	148403	435195
24571	20814	40108	32638	24573	475291	623215
24572	33557	35281	28900	21162	139674	91135
24573	28190	20539	21465	30690	20455	25992
24574	26601	33980	26632	11586	346738	496434
24575	22050	32548	20323	27117	126947	610075
24576	29146	19435	25091	41191	34217	1123399
24577	29001	33971	36628	18927	129031	25068
24578	30748	20702	23556	27659	23888	274154
24579	23433	21767	28353	42075	39396	792225
24580	28207	39689	21222	19682	361532	503640
24581	31539	39566	27365	28815	420851	1317534
24582	29867	32858	23495	25674	165721	283143
24583	13679	15942	23949	16757	94953	295234
24584	25603	19272	28986	22188	25290	373675
24585	19163	14720	24016	11106	37240	145154
24586	22773	24292	25323	11824	82401	430968
24587	29414	32147	21880	23074	249060	1044362
24588	25682	37944	19165	31890	257417	50641
24589	15496	28855	16982	9078	216693	450788
24590	42595	37181	36889	19575	200457	204936
24591	24964	22104	24501	13653	154459	296447
24592	20646	8182	19713	6751	15332	87588
24593	28007	27103	23140	41381	50145	241008
24594	29597	28890	27600	31829	100181	199668
24595	19492	18237	22946	15894	38893	1291620
24596	21112	30485	19097	28085	75272	44246
24597	16021	35507	20750	21211	244451	999688
24598	21626	5874	20298	9390	4132	462970
24599	24693	13619	21566	35840	25721	1208439
24600	16854	33389	20523	37784	150233	401420
24601	19530	30976	20824	26131	225724	218453
24602	28816	40630	38681	5944	972919	1031480
24603	29366	36801	28899	21161	287466	491277
24604	17128	23350	17701	41208	29873	625799
24605	26673	31003	22801	30762	232907	684088
24606	24005	7944	21998	13729	4081	232109
24607	23688	44333	20273	24842	766190	1296569
24608	20046	22110	22814	31129	364863	811687
24609	26373	32974	29886	30652	75318	178965
24610	20177	17916	19963	15732	44513	170324
24611	35515	29407	35427	39556	153508	224173
24612	27974	13003	27159	13487	15846	4092
24613	18921	10339	18240	17211	8032	277370
24614	11919	15974	19301	42779	25898	339282
24615	22450	14149	14421	40688	7812	14473
24616	23001	30217	25540	23510	169175	1004982
24617	26049	33490	24756	33207	197416	200552
24618	20289	27795	22915	34395	64971	40085
24619	30044	31587	27937	16194	429220	1087722
24620	23365	16537	18997	20892	13453	953035
24621	17670	3605	18741	4475	3946	576168
24622	21360	17410	19544	31914	14393	1310734
24623	30263	37966	24965	38122	457366	648337
24624	34547	16268	29264	24773	23513	1303955
24625	22095	14824	20070	17135	25668	320
24626	30178	36421	34634	35310	208637	386332
24627	22449	38113	20502	36713	223219	856316
24628	34089	42788	37487	21156	509760	390791
24629	31145	29789	25329	19716	68354	1041714
24630	20422	13559	28969	21965	21851	121860
24631	26548	10714	22963	16027	11346	75824
24632	22820	32031	17940	38986	187036	996934
24633	13612	14152	17896	10518	42985	1321216
24634	25132	32089	19402	23503	83351	784912
24635	33070	32423	26159	36334	120255	109959
24636	19337	5389	19275	8310	5647	304178
24637	26350	25212	27849	35342	79179	77383
24638	25866	13796	19995	36462	10145	42805
24639	16362	9858	16167	14907	8758	30245
24640	24465	15588	22349	17275	53263	1337951
24641	29438	40382	31733	19918	350288	727765
24642	19059	6791	16973	22694	3364	496717
24643	21212	32863	21941	25466	258373	404137
24644	26612	38896	34211	7797	762710	1204620
24645	21818	18053	20296	25816	22474	586376
24646	23712	12475	20260	24007	24099	18493
24647	31663	38394	33129	27205	334916	468925
24648	24352	6716	16813	31899	1455	4834
24649	27023	22852	20981	34712	38154	22559
24650	30734	15098	24294	21797	13267	68428
24651	30241	39127	24362	23353	342638	449358
24652	25715	13821	29751	29356	9856	882323
24653	27755	16387	21509	32878	24926	1334137
24654	24708	8681	23837	15976	10021	686440
24655	27240	17463	19623	37643	11043	1209232
24656	22637	15586	22887	15326	62497	1041248
24657	28220	32833	20871	28510	111635	160819
24658	17548	4544	15197	4243	3382	733549
24659	14856	6001	16824	7790	8270	245217
24660	17863	9839	15656	5545	26079	12497
24661	23667	18131	20054	16934	36033	49569
24662	21662	33075	19425	24703	153060	340878
24663	25347	22125	24010	40021	39805	92086
24664	24535	8306	21519	10284	9932	329061
24665	24078	8270	19622	16474	9104	163469
24666	17106	25318	14064	11417	192535	1171916
24667	20467	12286	29583	13877	23799	707715
24668	22908	13544	26475	17731	31518	569953
24669	25494	20956	22699	13722	39800	353464
24670	24017	10440	23919	16554	25799	1305801
24671	33586	26639	36936	11831	96363	487550
24672	35421	32801	29561	27590	105997	275114
24673	21401	10351	18881	38136	97322	240703
24674	27279	30941	20454	34150	82425	287048
24675	15507	31529	10954	11460	289275	504826
24676	31351	32883	24683	31218	103512	689218
24677	26086	22378	20575	17293	45698	1330827
24678	23380	36851	17805	25447	268883	751491
24679	23730	28907	20473	15740	212621	272003
24680	29986	19156	33055	26800	27695	883721
24681	14774	24776	13321	43737	51454	1272132
24682	29755	42036	25720	27693	383094	925995
24683	18544	14878	20448	10341	42294	33304
24684	24930	36405	18713	26643	240461	488099
24685	29536	20805	23385	22130	25163	141310
24686	30827	8738	27240	27212	6417	893353
24687	22048	11570	34568	34849	8398	515668
24688	26145	23511	34717	35781	51144	243339
24689	17512	15006	16829	15310	39838	1334383
24690	23480	17887	18789	31900	33582	687931
24691	17810	12238	25587	13084	20214	309334
24692	21237	16225	19849	7348	102383	976163
24693	16090	12939	20478	10502	86568	1286251
24694	25584	23074	18339	21900	33917	456102
24695	26273	11817	21348	13407	12853	110423
24696	10932	7767	21412	4485	38250	584434
24697	28419	9076	25313	11784	4835	32792
24698	18653	19407	19904	30149	16260	994215
24699	26240	18540	25133	42130	11736	647414
24700	19855	17120	26774	20777	69924	934702
24701	37197	33790	37706	12329	250674	569289
24702	25720	33307	23017	37302	224358	270361
24703	25962	32991	22945	35397	156791	398154
24704	23103	17698	26010	33016	18064	67778
24705	23233	22742	29728	29148	35486	652243
24706	28595	30857	38485	23828	120070	156723
24707	17511	31554	24963	38045	90735	365826
24708	27013	15200	22029	28536	16264	56023
24709	14469	18321	18890	5550	142057	96037
24710	33673	15391	28658	18953	9500	199731
24711	32944	26274	33706	14510	139648	110910
24712	21717	14660	18275	11355	24719	97304
24713	27237	30554	40316	29070	60295	36074
24714	26620	26384	19227	36343	101719	253824
24715	32132	27443	27855	35384	69789	133567
24716	30196	33540	22621	24612	217207	446917
24717	17917	15119	23836	35642	15082	1121178
24718	25438	8510	22906	15514	7535	396843
24719	24061	20260	23747	15247	48782	404008
24720	25830	16862	27274	27654	107321	469159
24721	19267	18330	12967	24963	18042	270356
24722	16971	5116	18703	6014	4832	268627
24723	21341	41282	23212	43258	520250	618484
24724	18417	27347	20986	15737	162841	217489
24725	26715	41384	25534	23367	554978	597940
24726	20784	42017	27698	33150	492116	757265
24727	15158	23335	22340	17124	67089	146886
24728	19376	27619	16240	40992	72163	57893
24729	23519	31707	20155	44576	90801	256484
24730	27797	23633	30588	37355	36669	60495
24731	17993	21474	15926	23385	28366	753921
24732	18938	43778	40188	28699	843979	1102803
24733	20880	9767	29058	12663	12356	187
24734	21014	18792	21626	38557	85751	782115
24735	17436	44176	20546	39381	791511	736829
24736	26090	20906	24781	33791	25168	216613
24737	21434	8302	20391	6267	18314	157987
24738	20159	35901	16570	30780	154618	314923
24739	17778	23526	14759	27476	42346	730356
24740	29306	11449	26979	23753	37876	277237
24741	28313	27059	20270	24775	228322	845671
24742	32799	36323	31832	20346	165970	706037
24743	23424	15339	17353	34770	290861	1011090
24744	23847	40736	18361	23608	276350	244683
24745	26579	24872	20932	31808	26409	1340003
24746	28569	37479	20380	30229	232519	450706
24747	14271	24059	15099	7733	249006	980048
24748	11085	11336	22019	13982	13827	372100
24749	21317	5823	20764	5834	13518	274935
24750	28133	41927	22764	29659	423735	502555
24751	21953	22618	22836	14883	86922	126803
24752	34231	35189	27548	31168	162249	283099
24753	24941	38972	22157	33395	243706	277421
24754	24647	39441	19921	31576	222950	69951
24755	26270	9382	24725	15073	5541	19281
24756	36335	13998	37345	20715	10181	286762
24757	20390	14277	20651	43855	14695	286013
24758	27480	21787	21546	34273	18576	1274924
24759	18646	16625	23714	15001	64510	240251
24760	26475	25054	23276	11630	315005	659604
24761	22797	14668	23815	15806	19401	312133
24762	40099	38948	41530	32559	421163	736726
24763	21609	40020	24085	42322	325329	1216954
24764	25886	36949	27592	31738	219955	313773
24765	28977	23121	25854	29949	27983	381191
24766	29521	23109	23700	31573	69606	511884
24767	26823	41117	21252	20925	443807	961094
24768	43568	34518	36610	18886	113751	100855
24769	29808	41026	22855	32236	485768	621624
24770	16687	35930	15141	38080	294191	1228095
24771	20306	36018	12182	29058	121245	1060555
24772	22262	25872	14434	44599	37926	83528
24773	23392	21972	24271	21142	39526	126484
24774	25253	36414	23412	22798	212926	810457
24775	30841	24415	25281	18714	33788	1060695
24776	18772	19332	19509	9856	84265	276567
24777	19338	27356	23338	12043	282119	450676
24778	12255	19462	24999	39081	27383	680241
24779	23136	35395	18879	37985	302185	962177
24780	18973	14186	27518	10010	41972	6843
24781	14135	10513	29018	7051	20842	23692
24782	23026	40804	23971	38874	460886	296928
24783	27293	30020	22284	38302	57673	79095
24784	33913	41541	29855	30360	775132	1038769
24785	21396	32850	23428	23226	122252	1165844
24786	24245	32352	16573	30962	97519	136863
24787	38542	28760	38570	12954	129916	357636
24788	23572	24580	25753	28418	124525	1278985
24789	29348	26643	24365	12806	95910	157016
24790	29439	31114	25864	30127	131051	499084
24791	29821	43576	23464	24519	578260	567438
24792	25930	8242	19828	13295	14893	259736
24793	24063	30460	18494	33853	164912	1252836
24794	18502	30552	18248	17313	219569	419900
24795	18903	27163	16990	24040	41538	445312
24796	15235	21478	16391	4668	325397	479937
24797	24908	31684	21268	21883	113480	193934
24798	35167	28535	29916	31061	75164	357120
24799	16351	12285	21105	11097	37724	23698
24800	33767	44046	27488	30324	871521	1049060
24801	16799	16923	13742	17950	37461	211863
24802	26064	41374	19607	36658	506410	283795
24803	28910	11756	31722	19868	27043	103273
24804	17027	9699	22126	7779	22202	345872
24805	28163	34970	22123	32517	101998	155008
24806	36687	25224	28678	19178	32915	5685
24807	34499	37443	32440	23514	200166	364076
24808	25417	11389	24547	13954	17301	525787
24809	19272	4668	15568	9369	2750	126659
24810	28103	41951	26731	20222	525918	461426
24811	39822	40343	34736	35871	337369	130017
24812	13406	20884	17935	10880	368009	1160355
24813	30659	31642	23781	33810	94987	770109
24814	21794	40978	20885	29244	195666	1290170
24815	26908	27357	25412	21191	64992	291503
24816	18920	22348	24321	12540	123671	760893
24817	17161	16986	22862	15110	52591	1339665
24818	21577	37092	14265	35591	350114	592319
24819	29280	30326	21860	22158	116479	287871
24820	28552	44897	22625	24792	1046567	798833
24821	23250	16759	21787	18819	30192	375496
24822	12475	6900	18974	2237	43111	377106
24823	26180	30301	17983	43329	146176	738036
24824	25939	5715	21207	18818	2308	269252
24825	23805	12979	24806	34350	9087	1330727
24826	27377	22272	21215	19303	44054	285503
24827	27911	18527	28831	20613	25176	613817
24828	23937	8164	25440	5821	17135	1339047
24829	30957	30882	23366	21571	92797	190857
24830	21094	20312	26411	41244	33505	218223
24831	24434	19132	27642	10172	185173	1284955
24832	29140	42314	27863	35490	599783	638204
24833	24381	39233	17130	37370	274534	515681
24834	30070	26700	24453	25869	127992	777774
24835	31385	26734	28965	21903	47786	718590
24836	30500	39046	27523	30854	283626	256483
24837	30062	39053	25845	29877	364725	1016168
24838	26299	14336	23487	13183	33736	961901
24839	19571	28340	25813	14327	188513	617633
24840	30003	40481	27461	14437	569448	751138
24841	19840	31145	24615	29572	129303	158135
24842	27960	40330	25645	26285	331889	198453
24843	24166	32594	15567	25946	65976	228531
24844	25645	18865	25532	12774	193383	411538
24845	29997	38876	22472	18772	226380	140792
24846	34630	17505	28715	19550	16104	192668
24847	20373	29082	18667	22734	176601	382897
24848	25022	14709	22117	15082	15317	46000
24849	27225	18001	26654	18985	34009	408272
24850	16378	11675	22705	2148	153474	141896
24851	34057	13792	37128	5764	61162	118285
24852	19956	40414	16048	16727	669449	991418
24853	30812	27452	28907	21195	48289	113813
24854	29481	37473	25674	26955	194809	25000
24855	22835	15926	23758	7829	72495	61243
24856	9245	5833	16037	10822	6721	990159
24857	25816	12104	20869	28416	16429	2670
24858	30732	34776	29584	13879	291370	610057
24859	31757	16084	28790	20174	12646	1322
24860	17496	8043	21129	17387	6498	7809
24861	26681	9262	23865	16209	5896	135403
24862	19729	12533	37410	20905	17696	352093
24863	25644	42757	22103	31684	236733	1337752
24864	24486	16894	27366	28849	66863	637834
24865	31378	40617	26660	19151	312555	462563
24866	35850	22349	34305	33366	35626	76227
24867	25236	39523	19670	41327	675570	1243993
24868	15996	36204	20841	27334	372839	1247648
24869	25995	27161	42865	36745	65377	91465
24870	29060	6543	27503	9981	5189	757568
24871	25377	35995	23287	19120	165983	216939
24872	32463	13033	34422	33980	8714	276200
24873	21851	13793	17241	22891	16062	40664
24874	35633	33742	32484	23790	154000	153833
24875	23701	8546	19949	15387	7865	747184
24876	8163	24332	14513	34378	41408	894231
24877	26027	30686	19269	39666	171552	250170
24878	16010	15238	22149	15303	26151	365064
24879	21755	14798	19879	9763	34644	402189
24880	25495	15206	23417	12648	48378	289223
24881	16215	14949	16647	39258	11662	155460
24882	24784	41659	23022	16446	529442	1201357
24883	21356	17122	15695	43488	18030	530005
24884	31978	31147	30784	39022	50001	32583
24885	26596	31415	19530	30908	114420	649999
24886	28291	41042	29675	14102	619551	738406
24887	30018	28074	24288	21688	39845	109492
24888	19011	11315	26647	18838	67085	659367
24889	25789	32814	18823	34194	127824	52426
24890	28315	40703	30023	32110	408666	1181824
24891	20998	28817	26376	17283	207670	903080
24892	22861	16278	25322	11813	26987	14835
24893	24501	15921	23383	12435	21005	112870
24894	19646	34708	13816	15364	255858	893949
24895	18796	12563	28609	6784	26434	2313
24896	21221	11316	19490	9680	16311	451293
24897	24527	19215	17848	30207	43434	1272318
24898	32129	14646	26480	42611	13348	22286
24899	25465	31067	24537	27819	65764	236342
24900	26695	39742	19166	31917	305787	229270
24901	23819	18297	25715	27626	19712	57938
24902	34926	24483	28714	19548	73057	643914
24903	21615	18724	22952	35515	28086	157595
24904	17656	34119	27938	36577	112416	493843
24905	22514	24441	32264	22625	65966	321605
24906	19139	19384	22823	31200	65496	807947
24907	13971	23541	23706	31864	29799	21345
24908	17540	29336	13832	16166	107388	457825
24909	21631	20415	24795	34055	24653	358374
24910	34076	19976	33734	30269	25651	284466
24911	27659	36064	26799	21107	212633	742308
24912	27378	10349	26675	11775	8267	35252
24913	24478	42988	17684	40128	601323	1291174
24914	23522	33346	22664	25903	128141	245868
24915	30783	29205	28880	20967	179065	495666
24916	24769	11214	24509	13688	12842	169926
24917	24056	39500	27910	36201	355124	636272
24918	24847	30355	20821	25811	123007	874507
24919	25342	6481	20482	15896	4197	271635
24920	26266	25134	20403	14864	77821	663430
24921	29781	8002	25474	12449	6795	28185
24922	33852	41742	32069	21729	456710	941068
24923	27115	28637	24367	23543	38999	218309
24924	19935	23692	23590	28484	74572	204130
24925	15953	10611	20700	18845	6922	1538
24926	13645	32942	14301	11385	570486	877066
24927	28584	41931	21590	36925	503353	363513
24928	38407	35676	36636	18947	103177	1165086
24929	21840	13968	22648	9296	33262	106097
24930	38355	35388	37679	21632	185970	755227
24931	27901	20467	23607	14160	83442	541824
24932	27808	31487	27289	27877	123271	82285
24933	28288	11896	32232	7053	37932	102735
24934	15579	13757	19868	3191	182925	806394
24935	29055	41700	24433	25455	356091	936354
24936	17441	8828	21575	10636	12090	129106
24937	26629	19609	22492	19247	19166	65574
24938	21762	18452	27545	6286	179062	259750
24939	30336	37891	24439	25569	324994	689750
24940	26594	28604	20188	19297	44308	503516
24941	18357	24707	21596	16368	41763	414204
24942	32168	28640	31525	6819	294187	1001055
24943	23623	11532	24181	11559	11119	7450
24944	26799	29013	21050	37905	65341	266518
24945	18877	40213	19408	23917	425053	1074078
24946	10842	28990	23498	25729	49813	102352
24947	18451	8699	21213	19146	3123	265158
24948	25808	28650	30601	37426	64959	119084
24949	18758	12682	16765	9480	17726	10160
24950	24290	30256	19818	24938	157979	636819
24951	23738	9627	28109	6618	27396	28720
24952	24356	12828	21640	16887	12783	398042
24953	18248	29845	18922	40979	85036	275152
24954	33367	29728	34202	32816	59721	7204
24955	29951	15169	27023	24343	9877	23391
24956	30370	24095	24219	19657	45589	595951
24957	16244	17317	12350	41465	30153	80848
24958	32926	25250	32085	21820	35800	66341
24959	31878	35649	23954	38676	213048	393901
24960	25094	16685	24788	10356	53935	194571
24961	24895	33204	21243	20593	186070	503552
24962	33404	34836	32898	25964	198723	1231406
24963	26956	6287	26623	18546	1776	600329
24964	26404	36105	24807	34397	245706	487563
24965	27925	17314	29907	14728	34310	23403
24966	33147	38055	26830	21501	307765	495838
24967	16730	17423	26704	3078	281149	523488
24968	23010	8826	21248	12085	12552	1281353
24969	28398	43258	24434	25462	571291	648853
24970	23292	31940	25628	25800	106999	706304
24971	28111	22523	28166	39284	29149	462615
24972	17133	18599	26416	41372	19428	606356
24973	20983	24402	26200	8080	215437	738015
24974	20128	10336	24848	10514	15777	129945
24975	25932	39398	41817	33424	418370	750898
24976	19015	41430	14195	44782	522787	1116830
24977	24483	21240	22242	16180	65165	186134
24978	25185	22818	21095	39876	60900	1314227
24979	31865	33601	26974	23685	98184	775025
24980	25082	26641	35291	38877	120471	205368
24981	26007	17296	24584	14149	43686	1003748
24982	38909	42766	32019	21406	506319	645182
24983	25981	34929	19342	18613	105936	193332
24984	30782	42486	32641	24608	432818	423078
24985	29183	20879	26407	41189	67855	1294475
24986	15408	2874	17792	9151	967	232025
24987	27899	28766	25839	14416	142795	221083
24988	23838	31671	16547	27968	161616	182798
24989	28858	12736	28589	11490	23069	33775
24990	18212	18825	14701	17665	48521	204215
24991	29398	13909	24668	30847	10720	480559
24992	26975	22145	18555	38572	46421	821490
24993	20904	34452	25473	22145	370562	1249311
24994	30109	16624	26069	15627	21835	503477
24995	26235	17537	20387	30621	13517	1220240
24996	37895	34587	35506	39989	135150	94935
24997	37966	16259	37902	22215	17624	102093
24998	17684	12144	16914	17592	14546	116800
24999	30524	10977	34070	32136	17078	935384
25000	35505	43012	40946	30863	438182	46343
25001	24743	34983	17084	33028	153091	205921
25002	20033	26307	19655	11120	251028	1041732
25003	24592	24030	20573	40531	58095	49278
25004	16433	17674	25560	2296	316241	1164328
25005	15525	21368	18935	17514	40720	667823
25006	23264	33271	29964	31524	114573	156046
25007	17163	22690	28088	38481	40264	922507
25008	27907	17394	23719	32018	14048	1029331
25009	18010	8103	13826	6489	17691	49029
25010	23983	38673	24274	8836	467635	508932
25011	10145	16913	15011	42333	29922	985740
25012	20518	15998	19370	12093	59570	785736
25013	29738	15176	27255	27447	48603	158138
25014	17313	21685	21055	38044	23296	80065
25015	26318	44760	26183	36707	996714	956693
25016	18810	41020	18029	6958	817225	434554
25017	19293	33470	17033	28249	166134	1078373
25018	25881	38161	21901	23877	232644	301550
25019	25582	18672	30643	37722	15197	31597
25020	22040	40882	16195	35326	769920	1133944
25021	32697	25725	25585	24660	109972	819103
25022	11714	24167	18885	16662	52500	1323300
25023	26928	43955	19590	35172	468968	854557
25024	28625	19071	20541	38991	13804	555136
25025	32804	38939	38781	24704	267355	405963
25026	20689	25179	14837	17043	64985	200407
25027	29811	40053	24007	39947	537420	986164
25028	22069	33009	20991	35203	145567	242139
25029	17629	16506	23097	39677	20442	928498
25030	22531	27572	19281	41151	118077	811840
25031	23999	15502	24714	15032	26196	272081
25032	24594	6245	21301	12936	3289	82131
25033	28909	36605	20968	33887	169064	311217
25034	26130	21887	18561	39114	34061	318655
25035	24838	31039	18709	26348	128380	1243373
25036	25434	42666	25292	19097	524177	1093578
25037	37546	9204	34521	34626	3760	1247702
25038	23767	30296	22247	36652	78818	128317
25039	32661	40447	25526	23229	472013	537764
25040	28914	13719	27374	14181	32669	158599
25041	26108	17094	19217	35705	11049	1313096
25042	24717	9758	19864	13844	14509	91204
